tag,cnt
free-free-free-gift1-gift2-gift3,2
free-free-free-gift1-token-gift2,2
free-free-gift2-free-gift1-token,2
free-free-gift3-token-free-token,2
free-free-token-gift3-free-token,2
free-free-token-gift5-free-token,2
free-gift1-free-free-gift1-gift2,2
free-gift1-free-gift1-free-token,2
free-gift1-gift1-free-free-gift1,2
free-gift1-gift2-free-free-gift1,2
free-gift1-gift2-gift3-free-free,2
free-gift1-token-free-free-gift2,2
free-gift1-token-free-free-token,2
free-gift2-free-token-gift1-free,2
free-gift3-free-free-gift1-gift2,2
free-gift3-token-free-free-gift2,2
free-gift3-token-free-free-gift3,2
free-gift3-token-gift2-free-free,2
free-gift4-free-token-free-gift4,2
free-gift5-free-gift5-free-token,2
free-gift5-token-free-token-free,2
free-token-free-free-token-gift5,2
free-token-free-gift4-gift3-free,2
free-token-free-gift4-token-free,2
free-token-gift3-free-gift3-free,2
free-token-gift5-gift2-free-free,2
free-token-token-free-free-gift1,2
gift2-free-gift1-free-free-token,2
gift2-free-gift1-free-gift2-free,2
gift2-free-gift1-free-token-free,2
gift2-free-token-gift1-free-free,2
gift2-gift1-free-token-free-free,2
gift3-token-free-token-free-free,2
gift5-free-token-gift1-free-free,2
token-free-free-token-free-gift2,2
token-free-gift3-free-free-token,2
token-free-gift4-free-token-free,2
free-free-token-gift3-gift2-gift1,2
free-token-free-gift1-token-gift2,2
free-token-free-token-gift2-token,2
free-token-gift1-free-gift2-token,2
free-token-gift2-free-gift1-token,2
free-token-gift3-token-free-gift3,2
free-token-gift4-free-token-gift4,2
free-token-gift5-gift5-free-token,2
gift2-free-token-gift1-free-token,2
gift5-free-token-gift5-free-token,2
token-free-gift2-gift1-token-free,2
token-free-token-free-token-gift1,2
token-gift2-free-token-free-token,2
free-free-gift1-token-free-token-gift1,2
free-free-token-gift1-gift2-free-token,2
free-free-token-gift1-gift2-gift3-free,2
free-gift1-free-token-gift1-free-token,2
free-gift1-token-free-token-free-gift1,2
free-gift1-token-gift2-free-gift1-free,2
free-gift2-gift1-free-token-gift2-free,2
free-gift2-token-free-gift2-free-gift2,2
free-gift3-gift2-gift1-free-token-free,2
free-gift3-gift2-gift1-token-free-free,2
free-gift3-token-free-gift3-free-token,2
free-token-free-gift1-gift2-free-gift1,2
free-token-free-gift1-token-free-gift1,2
free-token-free-gift2-gift1-free-gift3,2
free-token-free-gift3-token-gift2-free,2
free-token-free-token-free-gift5-token,2
free-token-free-token-gift3-free-gift3,2
free-token-free-token-gift5-token-free,2
free-token-gift1-free-token-free-gift2,2
free-token-gift1-free-token-gift2-free,2
free-token-gift1-gift2-free-gift1-free,2
free-token-gift1-gift2-token-free-free,2
free-token-gift2-free-token-gift1-free,2
free-token-gift2-free-token-token-free,2
free-token-gift3-free-free-token-gift2,2
free-token-gift3-free-token-free-gift2,2
free-token-gift3-gift2-free-free-token,2
free-token-gift4-free-token-gift4-free,2
free-token-gift4-token-free-token-free,2
free-token-gift5-free-token-free-gift5,2
free-token-gift5-free-token-gift5-free,2
free-token-gift5-gift1-free-free-token,2
free-token-gift5-gift4-free-token-free,2
free-token-token-free-gift5-free-token,2
free-token-token-free-gift5-token-free,2
free-token-token-free-token-free-gift3,2
gift1-token-free-free-token-gift1-free,2
gift3-free-token-free-token-gift3-free,2
gift4-token-free-token-free-token-free,2
gift5-free-token-gift5-free-gift5-free,2
token-free-free-gift1-gift2-token-free,2
token-free-free-token-gift1-free-token,2
token-free-gift1-free-token-token-free,2
token-free-gift2-free-token-token-free,2
token-free-gift5-token-free-free-token,2
token-free-token-free-free-gift2-token,2
token-free-token-free-free-gift5-token,2
token-free-token-free-gift5-token-free,2
token-free-token-free-token-free-gift4,2
token-free-token-gift2-free-token-free,2
free-token-gift1-gift2-gift3-free-token,2
free-token-gift1-gift2-gift3-gift4-free,2
free-token-gift2-gift3-gift1-free-token,2
free-token-gift3-gift2-gift1-free-token,2
gift5-free-token-gift3-free-token-gift5,2
gift5-gift4-gift3-gift2-gift1-token-free,2
free-token-free-token-free-free-token-gift1,2
free-gift1-gift2-free-gift1-free-gift1-gift2,2
free-gift1-gift2-token-free-gift1-gift2-free,2
free-gift1-token-free-token-gift1-free-token,2
free-gift2-gift1-free-gift2-gift1-free-token,2
free-token-free-free-token-gift3-gift2-gift1,2
free-token-free-gift3-token-free-token-gift2,2
free-token-free-token-free-gift3-token-gift2,2
free-token-free-token-free-token-gift1-gift4,2
free-token-free-token-gift2-free-token-token,2
free-token-free-token-gift2-gift4-free-token,2
free-token-free-token-gift3-free-token-gift1,2
free-token-free-token-gift3-free-token-gift4,2
free-token-gift1-free-free-token-gift1-gift2,2
free-token-gift1-free-gift1-token-free-token,2
free-token-gift1-free-token-free-gift2-token,2
free-token-gift1-free-token-free-token-gift4,2
free-token-gift1-gift2-free-free-token-gift2,2
free-token-gift1-gift2-free-token-token-free,2
free-token-gift1-gift2-token-free-free-token,2
free-token-gift1-token-free-gift1-free-token,2
free-token-gift2-free-token-free-gift3-gift1,2
free-token-gift2-free-token-free-token-gift4,2
free-token-gift2-free-token-gift3-free-token,2
free-token-gift2-gift2-free-token-free-token,2
free-token-gift2-gift3-free-token-free-token,2
free-token-gift3-free-token-free-gift3-token,2
free-token-gift3-token-free-free-token-gift2,2
free-token-gift3-token-free-token-free-gift2,2
free-token-gift4-free-free-gift3-gift1-gift2,2
free-token-gift4-free-token-gift3-free-token,2
free-token-gift4-free-token-gift5-free-token,2
free-token-gift5-free-token-free-gift5-token,2
free-token-gift5-free-token-free-token-gift1,2
free-token-gift5-free-token-gift2-free-token,2
free-token-gift5-gift4-free-token-free-token,2
free-token-token-free-free-token-gift1-gift2,2
gift3-free-token-free-token-gift3-free-token,2
gift3-free-token-gift2-free-token-free-token,2
gift5-free-token-free-token-gift5-free-token,2
token-free-gift3-free-token-gift2-free-token,2
token-free-gift3-token-free-free-token-gift2,2
token-free-gift3-token-free-token-free-gift3,2
token-free-gift4-token-free-gift4-token-free,2
free-token-gift1-gift2-free-gift1-gift2-gift3,2
free-token-gift1-gift2-free-token-gift2-gift1,2
free-token-gift2-gift1-free-token-gift2-gift1,2
free-free-token-token-free-token-gift2-free-token,2
free-token-free-free-token-token-free-token-gift1,2
free-gift1-gift2-free-gift1-gift2-token-free-gift1,2
free-gift1-token-gift2-free-gift1-free-gift1-gift2,2
free-token-free-token-free-token-gift1-gift2-gift3,2
free-token-free-token-free-token-gift1-gift3-gift2,2
free-token-free-token-gift1-gift2-gift3-free-token,2
free-token-free-token-gift2-free-token-gift4-gift2,2
free-token-free-token-gift2-gift1-free-token-gift2,2
free-token-gift1-free-token-gift1-free-token-gift2,2
free-token-gift1-free-token-gift2-free-gift2-token,2
free-token-gift1-free-token-gift2-gift1-free-token,2
free-token-gift1-gift2-free-free-token-gift1-gift2,2
free-token-gift1-gift2-free-token-free-gift1-gift2,2
free-token-gift1-gift2-free-token-free-gift2-token,2
free-token-gift2-gift1-free-token-free-token-gift1,2
free-token-gift2-gift1-free-token-gift3-free-token,2
free-token-gift2-gift1-gift3-free-token-free-token,2
free-token-gift3-free-token-free-token-gift2-gift1,2
free-token-gift3-free-token-free-token-gift3-gift2,2
free-token-gift3-free-token-gift2-gift3-free-token,2
free-token-gift4-free-token-gift3-gift1-free-token,2
free-token-gift4-gift3-free-token-gift2-free-token,2
free-token-gift5-free-token-free-token-gift5-gift4,2
free-token-gift5-free-token-gift5-gift5-free-token,2
free-token-gift5-gift4-free-token-gift4-free-token,2
free-token-gift5-gift4-gift3-free-token-free-token,2
gift4-free-token-free-token-gift3-free-token-gift1,2
gift5-free-token-free-token-gift5-free-token-gift5,2
gift5-free-token-gift4-free-token-gift5-free-token,2
token-free-free-token-gift2-gift1-token-free-gift2,2
token-free-gift2-gift1-token-free-token-free-gift2,2
free-gift1-gift2-gift3-free-gift1-gift2-gift3-token,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2,2
free-token-free-token-free-token-gift1-gift2-gift3-gift4,2
free-token-gift1-gift2-free-gift1-gift2-free-token-gift1,2
free-token-gift1-gift2-free-token-free-token-gift2-gift1,2
free-token-gift1-gift2-free-token-gift1-free-gift1-token,2
free-token-gift1-gift2-free-token-gift2-free-gift1-token,2
free-token-gift1-gift2-free-token-gift2-free-token-gift2,2
free-token-gift1-gift2-gift3-free-token-free-token-gift1,2
free-token-gift2-free-token-gift2-free-token-gift2-gift1,2
free-token-gift2-free-token-gift2-gift1-free-token-gift2,2
free-token-gift2-gift1-free-token-free-token-gift2-gift1,2
free-token-gift2-gift1-free-token-gift1-free-token-gift2,2
free-token-gift2-gift1-free-token-gift1-gift2-free-gift1,2
free-token-gift2-gift1-gift3-free-token-gift1-free-token,2
free-token-gift3-free-token-gift2-free-token-gift2-gift1,2
free-token-gift3-gift2-gift1-free-free-gift3-gift2-gift1,2
free-token-gift3-gift2-gift1-gift4-free-token-free-token,2
free-token-gift4-free-token-gift4-free-token-gift4-gift3,2
free-token-gift5-free-token-free-token-gift5-gift4-gift1,2
free-token-gift5-free-token-gift5-free-token-gift5-gift4,2
free-token-gift5-gift3-gift4-gift1-free-token-free-token,2
free-token-gift5-gift4-free-token-gift5-gift4-free-token,2
free-token-gift5-gift4-gift2-free-token-free-token-gift5,2
gift1-free-token-gift2-free-token-gift1-free-token-gift1,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3,2
free-token-gift1-free-token-gift1-gift2-free-token-gift1-gift2,2
free-token-gift1-gift2-free-token-gift1-gift2-gift3-free-token,2
free-token-gift1-gift2-free-token-gift2-gift1-free-token-gift1,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3-free,2
free-token-gift1-gift2-gift3-gift4-gift5-free-token-free-token,2
free-token-gift2-gift1-free-token-gift2-gift1-free-token-gift1,2
free-token-gift3-gift2-gift1-free-token-free-token-gift3-gift1,2
free-token-gift3-gift2-gift1-free-token-free-token-gift3-gift2,2
free-gift1-gift2-gift3-free-gift1-gift2-gift3-free-gift1-gift2-gift3,2
free-token-gift1-free-token-gift1-gift2-free-token-gift1-gift2-gift3,2
free-token-gift1-gift2-free-token-gift2-gift1-free-token-gift2-gift1,2
free-token-gift1-gift2-free-token-gift2-gift1-free-token-gift3-gift2,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2-free-gift1-gift2,2
free-token-gift2-gift1-free-token-gift2-gift1-free-token-gift3-gift2,2
free-token-gift5-gift4-free-token-gift5-gift4-free-token-gift5-gift4,2
gift5-free-token-gift4-gift5-free-token-gift4-gift5-free-token-gift4,2
free-token-gift1-gift2-free-token-gift1-gift2-free-gift1-gift2-token-gift3,2
free-token-gift1-gift2-free-token-gift1-gift2-gift3-free-token-gift2-gift1,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3-free-gift1-gift2-gift3,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2-free-token-gift1-gift2-gift3-gift4,2
free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3-free-token-gift1-gift2-gift3-gift4,2
free-token-gift1-gift2-gift3-gift4-gift5-free-token-gift1-gift2-gift3-gift4-gift5-free-token-gift1-gift2-gift3-gift4-gift5,2
gift2-gift2-free,2
gift3-free-gift4,2
token-gift1-free,2
gift1-gift1-gift1,2
gift1-gift2-gift1,2
gift2-gift2-gift2,2
gift3-gift2-gift4,2
free-free-gift2-token,2
free-gift3-free-gift2,2
gift3-free-free-gift3,2
gift3-token-free-free,2
free-gift2-gift1-gift3,2
gift1-free-token-gift1,2
gift2-free-token-gift2,2
gift2-free-token-gift3,2
gift2-gift1-free-token,2
gift2-token-free-gift1,2
free-free-gift2-free-gift2,2
free-gift3-free-free-gift3,2
gift1-free-free-free-token,2
gift1-free-gift2-free-free,2
gift1-token-free-free-free,2
gift2-free-free-gift1-free,2
gift2-free-free-token-free,2
gift2-free-gift1-free-free,2
token-free-free-free-gift5,2
token-free-free-gift3-free,2
token-free-gift2-free-free,2
free-free-token-gift2-gift1,2
free-gift1-free-token-gift2,2
free-gift1-gift2-gift1-free,2
free-gift2-gift1-free-gift2,2
free-gift2-gift3-free-token,2
free-token-token-free-gift1,2
gift3-free-gift2-free-token,2
token-free-free-gift3-token,2
token-free-gift1-free-gift1,2
free-gift1-gift3-token-gift2,2
free-free-free-gift1-gift2-token,2
free-free-gift2-gift1-free-token,2
free-free-token-gift1-free-token,2
free-gift1-free-gift2-token-free,2
free-gift1-gift3-free-token-free,2
free-gift2-token-free-free-gift2,2
free-gift2-token-free-gift2-free,2
free-gift3-token-free-token-free,2
free-gift4-token-free-free-token,2
free-token-gift1-free-free-gift2,2
free-token-gift3-token-free-free,2
free-token-token-gift2-free-free,2
gift1-free-token-free-free-token,2
gift2-free-gift1-token-free-free,2
token-free-free-free-token-gift1,2
token-free-free-gift2-token-free,2
token-free-free-token-gift2-free,2
token-free-gift1-free-free-token,2
free-gift1-gift2-free-gift2-gift1,2
free-gift2-free-token-gift1-gift2,2
free-gift2-token-gift1-free-gift1,2
free-token-gift1-token-free-gift1,2
free-token-token-free-gift1-gift2,2
gift2-free-gift1-gift2-free-token,2
gift4-free-token-gift3-gift2-free,2
token-free-gift1-free-token-gift1,2
free-gift1-token-free-token-gift2-free,2
free-gift2-gift1-token-free-gift2-free,2
free-gift3-gift1-free-gift3-free-token,2
free-token-free-free-gift1-token-gift2,2
free-token-free-free-token-gift2-gift1,2
free-token-free-gift1-gift2-token-free,2
free-token-free-gift1-token-free-gift2,2
free-token-free-gift2-gift1-free-token,2
free-token-gift1-free-gift2-token-free,2
free-token-gift1-gift2-gift3-free-free,2
free-token-gift1-gift3-gift2-free-free,2
free-token-gift1-token-free-free-gift1,2
free-token-gift1-token-free-gift1-free,2
free-token-gift2-free-gift3-free-token,2
free-token-gift2-free-token-free-gift1,2
free-token-gift2-free-token-free-gift2,2
gift1-free-free-gift1-gift2-free-token,2
gift1-free-token-gift2-free-free-token,2
token-free-free-token-gift1-token-free,2
token-free-gift1-gift2-token-free-free,2
token-free-gift3-free-token-token-free,2
free-token-gift1-gift2-free-gift1-token,2
free-token-gift1-gift3-gift2-free-token,2
free-gift1-gift2-free-token-gift1-gift2-free,2
free-gift1-token-free-gift1-gift2-free-gift1,2
free-token-free-token-gift1-free-gift1-gift2,2
free-token-free-token-gift1-gift2-free-gift1,2
free-token-free-token-gift1-gift4-free-token,2
free-token-free-token-gift3-free-gift2-token,2
free-token-gift1-free-gift1-free-gift1-gift2,2
free-token-gift1-token-free-gift1-token-free,2
free-token-gift2-free-gift2-free-token-gift2,2
free-token-gift2-gift1-free-free-token-gift3,2
free-token-gift3-free-token-gift2-gift1-free,2
token-free-gift1-gift2-token-free-token-free,2
token-free-gift1-token-free-gift1-token-free,2
token-free-gift2-gift1-token-free-free-token,2
free-gift1-free-gift1-token-free-gift1-gift2-gift3,2
free-token-free-token-gift3-gift1-free-token-gift1,2
free-token-gift2-free-token-gift3-free-token-gift4,2
free-token-gift2-gift3-free-token-free-token-gift2,2
free-token-gift3-gift2-free-token-gift1-free-token,2
free-gift1-gift2-token-free-gift1-gift2-gift3-free-gift1-gift2,2
token-gift1-free-free,2
gift1-gift1-free-free-free,2
free-gift1-token-free-token,2
free-gift2-token-gift1-free,2
free-token-token-gift1-free,2
gift2-free-token-gift1-free,2
free-token-gift1-gift3-free-token,2
gift4-gift2,1
token-gift3,1
free-gift4-gift3,1
free-gift4-gift4,1
gift3-gift5-free,1
gift4-gift2-free,1
gift4-gift4-free,1
gift4-gift5-free,1
gift5-free-gift2,1
gift5-gift1-free,1
gift5-gift5-free,1
gift3-gift1-gift3,1
gift3-token-gift4,1
gift4-gift2-token,1
gift4-gift3-gift4,1
gift4-token-gift5,1
gift5-gift3-gift4,1
gift5-gift4-gift5,1
gift5-gift5-token,1
token-token-gift2,1
free-free-free-gift5,1
free-free-gift2-gift3,1
free-free-gift3-gift3,1
free-free-gift4-gift2,1
free-free-gift4-gift3,1
free-free-gift5-gift1,1
free-free-gift5-gift2,1
free-gift1-free-gift3,1
free-gift1-gift4-free,1
free-gift1-gift5-free,1
free-gift4-free-gift3,1
free-token-free-gift4,1
gift1-free-free-gift3,1
gift1-free-gift1-free,1
gift1-free-gift3-free,1
gift2-free-free-gift3,1
gift2-gift3-free-free,1
gift4-free-gift4-free,1
gift5-free-free-gift3,1
gift5-free-free-gift5,1
gift5-free-gift1-free,1
gift5-free-gift2-free,1
gift5-free-gift3-free,1
gift5-free-gift4-free,1
gift5-free-gift5-free,1
token-free-free-gift5,1
token-free-gift5-free,1
token-gift5-free-free,1
free-gift2-gift1-gift2,1
free-gift2-gift3-gift2,1
free-gift2-token-gift1,1
free-gift4-gift5-gift5,1
free-gift5-gift3-gift3,1
free-gift5-gift4-token,1
free-gift5-token-gift3,1
free-token-gift1-gift4,1
free-token-gift2-token,1
free-token-gift5-gift2,1
gift1-gift3-free-gift2,1
gift1-gift3-gift2-free,1
gift1-gift4-token-free,1
gift1-token-free-gift1,1
gift1-token-free-gift2,1
gift2-free-gift2-gift1,1
gift2-gift3-free-gift1,1
gift2-token-free-token,1
gift3-gift4-gift5-free,1
gift3-token-free-gift2,1
gift4-free-token-gift1,1
gift4-free-token-gift2,1
gift4-gift3-free-token,1
gift5-free-gift1-gift2,1
gift5-free-gift1-gift4,1
gift5-free-gift4-gift3,1
gift5-free-gift5-gift5,1
gift5-free-token-gift3,1
gift5-gift2-free-token,1
gift5-gift4-free-gift5,1
gift5-gift4-free-token,1
gift5-gift4-gift3-free,1
